 Šifra ravni ; Šifra kategorije ; Deskriptor ; Deskriptor (angleški) ; Šifra starša;
1; A;KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO;AGRICULTURE, FORESTRY AND FISHING; ;
2; A01;Kmetijska proizvodnja in lov ter z njima povezane storitve;Crop and animal production, hunting and related service activities; A;
3; A01.1;Pridelovanje netrajnih rastlin;Growing of non-perennial crops; A01;
4; A01.11;Pridelovanje žit (razen riža), stroènic in oljnic;Growing of cereals (except rice), leguminous crops and oil seeds; A01.1;
5; A01.110;Pridelovanje žit (razen riža), stroènic in oljnic;Growing of cereals (except rice), leguminous crops and oil seeds; A01.11;
4; A01.12;Pridelovanje riža;Growing of rice; A01.1;
5; A01.120;Pridelovanje riža;Growing of rice; A01.12;
4; A01.13;Pridelovanje zelenjadnic in melon, korenovk in gomoljnic;Growing of vegetables and melons, roots and tubers; A01.1;
5; A01.130;Pridelovanje zelenjadnic in melon, korenovk in gomoljnic;Growing of vegetables and melons, roots and tubers; A01.13;
4; A01.14;Pridelovanje sladkornega trsa;Growing of sugar cane; A01.1;
5; A01.140;Pridelovanje sladkornega trsa;Growing of sugar cane; A01.14;
4; A01.15;Pridelovanje tobaka;Growing of tobacco; A01.1;
5; A01.150;Pridelovanje tobaka;Growing of tobacco; A01.15;
4; A01.16;Pridelovanje rastlin za vlakna;Growing of fibre crops; A01.1;
5; A01.160;Pridelovanje rastlin za vlakna;Growing of fibre crops; A01.16;
4; A01.19;Pridelovanje cvetja in drugih enoletnih rastlin;Growing of other non-perennial crops; A01.1;
5; A01.190;Pridelovanje cvetja in drugih enoletnih rastlin;Growing of other non-perennial crops; A01.19;
3; A01.2;Gojenje trajnih nasadov;Growing of perennial crops; A01;
4; A01.21;Vinogradništvo;Growing of grapes; A01.2;
5; A01.210;Vinogradništvo;Growing of grapes; A01.21;
4; A01.22;Gojenje tropskega in subtropskega sadja;Growing of tropical and subtropical fruits; A01.2;
5; A01.220;Gojenje tropskega in subtropskega sadja;Growing of tropical and subtropical fruits; A01.22;
4; A01.23;Gojenje citrusov;Growing of citrus fruits; A01.2;
5; A01.230;Gojenje citrusov;Growing of citrus fruits; A01.23;
4; A01.24;Gojenje peèkatega in košèièastega sadja;Growing of pome fruits and stone fruits; A01.2;
5; A01.240;Gojenje peèkatega in košèièastega sadja;Growing of pome fruits and stone fruits; A01.24;
4; A01.25;Gojenje drugih sadnih dreves in grmovnic;Growing of other tree and bush fruits and nuts; A01.2;
5; A01.250;Gojenje drugih sadnih dreves in grmovnic;Growing of other tree and bush fruits and nuts; A01.25;
4; A01.26;Pridelovanje oljnih sadežev;Growing of oleaginous fruits; A01.2;
5; A01.260;Pridelovanje oljnih sadežev;Growing of oleaginous fruits; A01.26;
4; A01.27;Gojenje rastlin za izdelavo napitkov;Growing of beverage crops; A01.2;
5; A01.270;Gojenje rastlin za izdelavo napitkov;Growing of beverage crops; A01.27;
4; A01.28;Gojenje zaèimbnih, aromatskih in zdravilnih rastlin;Growing of spices, aromatic, drug and pharmaceutical crops; A01.2;
5; A01.280;Gojenje zaèimbnih, aromatskih in zdravilnih rastlin;Growing of spices, aromatic, drug and pharmaceutical crops; A01.28;
4; A01.29;Gojenje drugih trajnih nasadov;Growing of other perennial crops; A01.2;
5; A01.290;Gojenje drugih trajnih nasadov;Growing of other perennial crops; A01.29;
3; A01.3;Razmnoževanje rastlin;Plant propagation; A01;
4; A01.30;Razmnoževanje rastlin;Plant propagation; A01.3;
5; A01.300;Razmnoževanje rastlin;Plant propagation; A01.30;
3; A01.4;Živinoreja;Animal production; A01;
4; A01.41;Prireja mleka;Raising of dairy cattle; A01.4;
5; A01.410;Prireja mleka;Raising of dairy cattle; A01.41;
4; A01.42;Druga govedoreja;Raising of other cattle and buffaloes; A01.4;
5; A01.420;Druga govedoreja;Raising of other cattle and buffaloes; A01.42;
4; A01.43;Konjereja;Raising of horses and other equines; A01.4;
5; A01.430;Konjereja;Raising of horses and other equines; A01.43;
4; A01.44;Reja kamel;Raising of camels and camelids; A01.4;
5; A01.440;Reja kamel;Raising of camels and camelids; A01.44;
4; A01.45;Reja drobnice;Raising of sheep and  goats; A01.4;
5; A01.450;Reja drobnice;Raising of sheep and  goats; A01.45;
4; A01.46;Prašièereja;Raising of swine/pigs; A01.4;
5; A01.460;Prašièereja;Raising of swine/pigs; A01.46;
4; A01.47;Reja perutnine;Raising of poultry; A01.4;
5; A01.470;Reja perutnine;Raising of poultry; A01.47;
4; A01.49;Reja drugih živali;Raising of other animals; A01.4;
5; A01.490;Reja drugih živali;Raising of other animals; A01.49;
3; A01.5;Mešano kmetijstvo;Mixed farming; A01;
4; A01.50;Mešano kmetijstvo;Mixed farming; A01.5;
5; A01.500;Mešano kmetijstvo;Mixed farming; A01.50;
3; A01.6;Storitve za kmetijsko proizvodnjo, priprava pridelkov;Support activities to agriculture and post-harvest crop activities; A01;
4; A01.61;Storitve za rastlinsko pridelavo;Support activities for crop production; A01.6;
5; A01.610;Storitve za rastlinsko pridelavo;Support activities for crop production; A01.61;
4; A01.62;Storitve za živinorejo, razen veterinarskih;Support activities for animal production; A01.6;
5; A01.620;Storitve za živinorejo, razen veterinarskih;Support activities for animal production; A01.62;
4; A01.63;Priprava pridelkov;Post-harvest crop activities; A01.6;
5; A01.630;Priprava pridelkov;Post-harvest crop activities; A01.63;
4; A01.64;Obdelava semen;Seed processing for propagation; A01.6;
5; A01.640;Obdelava semen;Seed processing for propagation; A01.64;
3; A01.7;Lovstvo;Hunting, trapping and related service activities; A01;
4; A01.70;Lovstvo;Hunting, trapping and related service activities; A01.7;
5; A01.700;Lovstvo;Hunting, trapping and related service activities; A01.70;
2; A02;Gozdarstvo;Forestry and logging; A;
3; A02.1;Gojenje gozdov in druge gozdarske dejavnosti;Silviculture and other forestry activities; A02;
4; A02.10;Gojenje gozdov in druge gozdarske dejavnosti;Silviculture and other forestry activities; A02.1;
5; A02.100;Gojenje gozdov in druge gozdarske dejavnosti;Silviculture and other forestry activities; A02.10;
3; A02.2;Seènja;Logging; A02;
4; A02.20;Seènja;Logging; A02.2;
5; A02.200;Seènja;Logging; A02.20;
3; A02.3;Nabiranje gozdnih dobrin, razen lesa;Gathering of wild growing non-wood products; A02;
4; A02.30;Nabiranje gozdnih dobrin, razen lesa;Gathering of wild growing non-wood products; A02.3;
5; A02.300;Nabiranje gozdnih dobrin, razen lesa;Gathering of wild growing non-wood products; A02.30;
3; A02.4;Storitve za gozdarstvo;Support services to forestry; A02;
4; A02.40;Storitve za gozdarstvo;Support services to forestry; A02.4;
5; A02.400;Storitve za gozdarstvo;Support services to forestry; A02.40;
2; A03;Ribištvo in gojenje vodnih organizmov;Fishing and aquaculture; A;
3; A03.1;Ribištvo;Fishing; A03;
4; A03.11;Morsko ribištvo;Marine fishing; A03.1;
5; A03.110;Morsko ribištvo;Marine fishing; A03.11;
4; A03.12;Sladkovodno ribištvo;Freshwater fishing; A03.1;
5; A03.120;Sladkovodno ribištvo;Freshwater fishing; A03.12;
3; A03.2;Gojenje vodnih organizmov;Aquaculture; A03;
4; A03.21;Gojenje morskih organizmov;Marine aquaculture; A03.2;
5; A03.210;Gojenje morskih organizmov;Marine aquaculture; A03.21;
4; A03.22;Gojenje sladkovodnih organizmov;Freshwater aquaculture; A03.2;
5; A03.220;Gojenje sladkovodnih organizmov;Freshwater aquaculture; A03.22;
1; B;RUDARSTVO;MINING AND QUARRYING; ;
2; B05;Pridobivanje premoga;Mining of coal and lignite; B;
3; B05.1;Pridobivanje èrnega premoga;Mining of hard coal; B05;
4; B05.10;Pridobivanje èrnega premoga;Mining of hard coal; B05.1;
5; B05.100;Pridobivanje èrnega premoga;Mining of hard coal; B05.10;
3; B05.2;Pridobivanje rjavega premoga in lignita;Mining of lignite; B05;
4; B05.20;Pridobivanje rjavega premoga in lignita;Mining of lignite; B05.2;
5; B05.200;Pridobivanje rjavega premoga in lignita;Mining of lignite; B05.20;
2; B06;Pridobivanje surove nafte in zemeljskega plina;Extraction of crude petroleum and natural gas; B;
3; B06.1;Pridobivanje surove nafte;Extraction of crude petroleum; B06;
4; B06.10;Pridobivanje surove nafte;Extraction of crude petroleum; B06.1;
5; B06.100;Pridobivanje surove nafte;Extraction of crude petroleum; B06.10;
3; B06.2;Pridobivanje zemeljskega plina;Extraction of natural gas; B06;
4; B06.20;Pridobivanje zemeljskega plina;Extraction of natural gas; B06.2;
5; B06.200;Pridobivanje zemeljskega plina;Extraction of natural gas; B06.20;
2; B07;Pridobivanje rud;Mining of metal ores; B;
3; B07.1;Pridobivanje železove rude;Mining of iron ores; B07;
4; B07.10;Pridobivanje železove rude;Mining of iron ores; B07.1;
5; B07.100;Pridobivanje železove rude;Mining of iron ores; B07.10;
3; B07.2;Pridobivanje rud neželeznih kovin;Mining of non-ferrous metal ores; B07;
4; B07.21;Pridobivanje uranove in torijeve rude;Mining of uranium and thorium ores; B07.2;
5; B07.210;Pridobivanje uranove in torijeve rude;Mining of uranium and thorium ores; B07.21;
4; B07.29;Pridobivanje rud drugih neželeznih kovin;Mining of other non-ferrous metal ores; B07.2;
5; B07.290;Pridobivanje rud drugih neželeznih kovin;Mining of other non-ferrous metal ores; B07.29;
2; B08;Pridobivanje rudnin in kamnin;Other mining and quarrying; B;
3; B08.1;Pridobivanje kamna, peska in gline;Quarrying of stone, sand and clay; B08;
4; B08.11;Pridobivanje kamna;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate; B08.1;
5; B08.110;Pridobivanje kamna;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate; B08.11;
4; B08.12;Pridobivanje gramoza, peska, gline;Operation of gravel and sand pits, mining of clays and kaolin; B08.1;
5; B08.120;Pridobivanje gramoza, peska, gline;Operation of gravel and sand pits, mining of clays and kaolin; B08.12;
3; B08.9;Pridobivanje drugih rudnin in kamnin;Mining and quarrying n.e.c.; B08;
4; B08.91;Pridobivanje mineralov za kemikalije in gnojila;Mining of chemical and fertilizer minerals; B08.9;
5; B08.910;Pridobivanje mineralov za kemikalije in gnojila;Mining of chemical and fertilizer minerals; B08.91;
4; B08.92;Pridobivanje šote;Extraction of peat; B08.9;
5; B08.920;Pridobivanje šote;Extraction of peat; B08.92;
4; B08.93;Pridobivanje soli;Extraction of salt; B08.9;
5; B08.930;Pridobivanje soli;Extraction of salt; B08.93;
4; B08.99;Drugo pridobivanje rudnin in kamnin;Other mining and quarrying n.e.c.; B08.9;
5; B08.990;Drugo pridobivanje rudnin in kamnin;Other mining and quarrying n.e.c.; B08.99;
2; B09;Storitve za rudarstvo;Mining support service activities; B;
3; B09.1;Storitve za pridobivanje nafte in zemeljskega plina;Support activities for petroleum and natural gas mining; B09;
4; B09.10;Storitve za pridobivanje nafte in zemeljskega plina;Support activities for petroleum and natural gas mining; B09.1;
5; B09.100;Storitve za pridobivanje nafte in zemeljskega plina;Support activities for petroleum and natural gas mining; B09.10;
3; B09.9;Storitve za drugo rudarjenje;Support activities for other mining and quarrying; B09;
4; B09.90;Storitve za drugo rudarjenje;Support activities for other mining and quarrying; B09.9;
5; B09.900;Storitve za drugo rudarjenje;Support activities for other mining and quarrying; B09.90;
1; C;PREDELOVALNE DEJAVNOSTI;MANUFACTURING; ;
2; C10;Proizvodnja živil;Manufacture of food products; C;
3; C10.1;Proizvodnja mesa in mesnih izdelkov;Processing and preserving of meat and production of meat products; C10;
4; C10.11;Proizvodnja mesa, razen perutninskega;Processing and preserving of meat; C10.1;
5; C10.110;Proizvodnja mesa, razen perutninskega;Processing and preserving of meat; C10.11;
4; C10.12;Proizvodnja perutninskega mesa;Processing and preserving of poultry meat; C10.1;
5; C10.120;Proizvodnja perutninskega mesa;Processing and preserving of poultry meat; C10.12;
4; C10.13;Proizvodnja mesnih izdelkov;Production of meat and poultry meat products; C10.1;
5; C10.130;Proizvodnja mesnih izdelkov;Production of meat and poultry meat products; C10.13;
3; C10.2;Predelava in konzerviranje rib, rakov in mehkužcev;Processing and preserving of fish, crustaceans and molluscs; C10;
4; C10.20;Predelava in konzerviranje rib, rakov in mehkužcev;Processing and preserving of fish, crustaceans and molluscs; C10.2;
5; C10.200;Predelava in konzerviranje rib, rakov in mehkužcev;Processing and preserving of fish, crustaceans and molluscs; C10.20;
3; C10.3;Predelava in konzerviranje sadja in zelenjave;Processing and preserving of fruit and vegetables; C10;
4; C10.31;Predelava in konzerviranje krompirja;Processing and preserving of potatoes; C10.3;
5; C10.310;Predelava in konzerviranje krompirja;Processing and preserving of potatoes; C10.31;
4; C10.32;Proizvodnja sadnih in zelenjavnih sokov;Manufacture of fruit and vegetable juice; C10.3;
5; C10.320;Proizvodnja sadnih in zelenjavnih sokov;Manufacture of fruit and vegetable juice; C10.32;
4; C10.39;Druga predelava in konzerviranje sadja in zelenjave;Other processing and preserving of fruit and vegetables; C10.3;
5; C10.390;Druga predelava in konzerviranje sadja in zelenjave;Other processing and preserving of fruit and vegetables; C10.39;
3; C10.4;Proizvodnja rastlinskih in živalskih olj in mašèob;Manufacture of vegetable and animal oils and fats; C10;
4; C10.41;Proizvodnja olja in mašèob;Manufacture of oils and fats; C10.4;
5; C10.410;Proizvodnja olja in mašèob;Manufacture of oils and fats; C10.41;
4; C10.42;Proizvodnja margarine in podobnih jedilnih mašèob;Manufacture of margarine and similar edible fats; C10.4;
5; C10.420;Proizvodnja margarine in podobnih jedilnih mašèob;Manufacture of margarine and similar edible fats; C10.42;
3; C10.5;Predelava mleka;Manufacture of dairy products; C10;
4; C10.51;Mlekarstvo in sirarstvo;Operation of dairies and cheese making; C10.5;
5; C10.510;Mlekarstvo in sirarstvo;Operation of dairies and cheese making; C10.51;
4; C10.52;Proizvodnja sladoleda;Manufacture of ice cream; C10.5;
5; C10.520;Proizvodnja sladoleda;Manufacture of ice cream; C10.52;
3; C10.6;Mlinarstvo, proizvodnja škroba in škrobnih izdelkov;Manufacture of grain mill products, starches and starch products; C10;
4; C10.61;Mlinarstvo;Manufacture of grain mill products; C10.6;
5; C10.610;Mlinarstvo;Manufacture of grain mill products; C10.61;
4; C10.62;Proizvodnja škroba in škrobnih izdelkov;Manufacture of starches and starch products; C10.6;
5; C10.620;Proizvodnja škroba in škrobnih izdelkov;Manufacture of starches and starch products; C10.62;
3; C10.7;Proizvodnja pekarskih izdelkov in testenin;Manufacture of bakery and farinaceous products; C10;
4; C10.71;Proizvodnja kruha, svežega peciva in slašèic;Manufacture of bread, manufacture of fresh pastry goods and cakes; C10.7;
5; C10.710;Proizvodnja kruha, svežega peciva in slašèic;Manufacture of bread, manufacture of fresh pastry goods and cakes; C10.71;
4; C10.72;Proizvodnja prepeèenca in piškotov, proizvodnja trajnega peciva in slašèic;Manufacture of rusks and biscuits, manufacture of preserved pastry goods and cakes; C10.7;
5; C10.720;Proizvodnja prepeèenca in piškotov, proizvodnja trajnega peciva in slašèic;Manufacture of rusks and biscuits, manufacture of preserved pastry goods and cakes; C10.72;
4; C10.73;Proizvodnja testenin;Manufacture of macaroni, noodles, couscous and similar farinaceous products; C10.7;
5; C10.730;Proizvodnja testenin;Manufacture of macaroni, noodles, couscous and similar farinaceous products; C10.73;
3; C10.8;Proizvodnja drugih prehrambenih izdelkov;Manufacture of other food products; C10;
4; C10.81;Proizvodnja sladkorja;Manufacture of sugar; C10.8;
5; C10.810;Proizvodnja sladkorja;Manufacture of sugar; C10.81;
4; C10.82;Proizvodnja kakava, èokolade in sladkornih izdelkov;Manufacture of cocoa, chocolate and sugar confectionery; C10.8;
5; C10.820;Proizvodnja kakava, èokolade in sladkornih izdelkov;Manufacture of cocoa, chocolate and sugar confectionery; C10.82;
4; C10.83;Predelava èaja in kave;Processing of tea and coffee; C10.8;
5; C10.830;Predelava èaja in kave;Processing of tea and coffee; C10.83;
4; C10.84;Proizvodnja zaèimb, dišav in drugih dodatkov;Manufacture of condiments and seasonings; C10.8;
5; C10.840;Proizvodnja zaèimb, dišav in drugih dodatkov;Manufacture of condiments and seasonings; C10.84;
4; C10.85;Proizvodnja pripravljenih jedi in obrokov;Manufacture of prepared meals and dishes; C10.8;
5; C10.850;Proizvodnja pripravljenih jedi in obrokov;Manufacture of prepared meals and dishes; C10.85;
4; C10.86;Proizvodnja homogeniziranih in dietetiènih živil;Manufacture of homogenised food preparations and dietetic food; C10.8;
5; C10.860;Proizvodnja homogeniziranih in dietetiènih živil;Manufacture of homogenised food preparations and dietetic food; C10.86;
4; C10.89;Proizvodnja drugih prehrambenih izdelkov, drugje nerazvršèenih;Manufacture of other food products n.e.c.; C10.8;
5; C10.890;Proizvodnja drugih prehrambenih izdelkov, drugje nerazvršèenih;Manufacture of other food products n.e.c.; C10.89;
3; C10.9;Proizvodnja krmil in hrane za hišne živali;Manufacture of prepared animal feeds; C10;
4; C10.91;Proizvodnja krmil;Manufacture of prepared feeds for farm animals; C10.9;
5; C10.910;Proizvodnja krmil;Manufacture of prepared feeds for farm animals; C10.91;
4; C10.92;Proizvodnja hrane za hišne živali;Manufacture of prepared pet foods; C10.9;
5; C10.920;Proizvodnja hrane za hišne živali;Manufacture of prepared pet foods; C10.92;
2; C11;Proizvodnja pijaè;Manufacture of beverages; C;
3; C11.0;Proizvodnja pijaè;Manufacture of beverages; C11;
4; C11.01;Proizvodnja žganih pijaè;Distilling, rectifying and blending of spirits; C11.0;
5; C11.010;Proizvodnja žganih pijaè;Distilling, rectifying and blending of spirits; C11.01;
4; C11.02;Proizvodnja vina iz grozdja;Manufacture of wine from grape; C11.0;
5; C11.020;Proizvodnja vina iz grozdja;Manufacture of wine from grape; C11.02;
4; C11.03;Proizvodnja sadnih vin in podobnih fermentiranih pijaè;Manufacture of cider and other fruit wines; C11.0;
5; C11.030;Proizvodnja sadnih vin in podobnih fermentiranih pijaè;Manufacture of cider and other fruit wines; C11.03;
4; C11.04;Proizvodnja aromatiziranih vin iz grozdja;Manufacture of other non-distilled fermented beverages; C11.0;
5; C11.040;Proizvodnja aromatiziranih vin iz grozdja;Manufacture of other non-distilled fermented beverages; C11.04;
4; C11.05;Proizvodnja piva;Manufacture of beer; C11.0;
5; C11.050;Proizvodnja piva;Manufacture of beer; C11.05;
4; C11.06;Proizvodnja slada;Manufacture of malt; C11.0;
5; C11.060;Proizvodnja slada;Manufacture of malt; C11.06;
4; C11.07;Proizvodnja brezalkoholnih pijaè, mineralnih in drugih steklenièenih vod;Manufacture of soft drinks, production of mineral waters and other bottled waters; C11.0;
5; C11.070;Proizvodnja brezalkoholnih pijaè, mineralnih in drugih steklenièenih vod;Manufacture of soft drinks, production of mineral waters and other bottled waters; C11.07;
2; C12;Proizvodnja tobaènih izdelkov;Manufacture of tobacco products; C;
3; C12.0;Proizvodnja tobaènih izdelkov;Manufacture of tobacco products; C12;
4; C12.00;Proizvodnja tobaènih izdelkov;Manufacture of tobacco products; C12.0;
5; C12.000;Proizvodnja tobaènih izdelkov;Manufacture of tobacco products; C12.00;
2; C13;Proizvodnja tekstilij;Manufacture of textiles; C;
3; C13.1;Priprava in predenje tekstilnih vlaken;Preparation and spinning of textile fibres; C13;
4; C13.10;Priprava in predenje tekstilnih vlaken;Preparation and spinning of textile fibres; C13.1;
5; C13.100;Priprava in predenje tekstilnih vlaken;Preparation and spinning of textile fibres; C13.10;
3; C13.2;Tkanje tekstilij;Weaving of textiles; C13;
4; C13.20;Tkanje tekstilij;Weaving of textiles; C13.2;
5; C13.200;Tkanje tekstilij;Weaving of textiles; C13.20;
3; C13.3;Dodelava tekstilij;Finishing of textiles; C13;
4; C13.30;Dodelava tekstilij;Finishing of textiles; C13.3;
5; C13.300;Dodelava tekstilij;Finishing of textiles; C13.30;
3; C13.9;Proizvodnja drugih tekstilij;Manufacture of other textiles; C13;
4; C13.91;Proizvodnja pletenih in kvaèkanih materialov;Manufacture of knitted and crocheted fabrics; C13.9;
5; C13.910;Proizvodnja pletenih in kvaèkanih materialov;Manufacture of knitted and crocheted fabrics; C13.91;
4; C13.92;Proizvodnja konènih tekstilnih izdelkov, razen oblaèil;Manufacture of made-up textile articles, except apparel; C13.9;
5; C13.920;Proizvodnja konènih tekstilnih izdelkov, razen oblaèil;Manufacture of made-up textile articles, except apparel; C13.92;
4; C13.93;Proizvodnja preprog;Manufacture of carpets and rugs; C13.9;
5; C13.930;Proizvodnja preprog;Manufacture of carpets and rugs; C13.93;
4; C13.94;Proizvodnja vrvi, vrvic in mrež;Manufacture of cordage, rope, twine and netting; C13.9;
5; C13.940;Proizvodnja vrvi, vrvic in mrež;Manufacture of cordage, rope, twine and netting; C13.94;
4; C13.95;Proizvodnja netkanih tekstilij in izdelkov iz njih, razen oblaèil;Manufacture of non-wovens and articles made from non-wovens, except apparel; C13.9;
5; C13.950;Proizvodnja netkanih tekstilij in izdelkov iz njih, razen oblaèil;Manufacture of non-wovens and articles made from non-wovens, except apparel; C13.95;
4; C13.96;Proizvodnja tehniènega in industrijskega tekstila;Manufacture of other technical and industrial textiles; C13.9;
5; C13.960;Proizvodnja tehniènega in industrijskega tekstila;Manufacture of other technical and industrial textiles; C13.96;
4; C13.99;Proizvodnja drugje nerazvršèenih tekstilij;Manufacture of other textiles n.e.c.; C13.9;
5; C13.990;Proizvodnja drugje nerazvršèenih tekstilij;Manufacture of other textiles n.e.c.; C13.99;
2; C14;Proizvodnja oblaèil;Manufacture of wearing apparel; C;
3; C14.1;Proizvodnja oblaèil, razen krznenih;Manufacture of wearing apparel, except fur apparel; C14;
4; C14.11;Proizvodnja usnjenih oblaèil;Manufacture of leather clothes; C14.1;
5; C14.110;Proizvodnja usnjenih oblaèil;Manufacture of leather clothes; C14.11;
4; C14.12;Proizvodnja delovnih oblaèil;Manufacture of workwear; C14.1;
5; C14.120;Proizvodnja delovnih oblaèil;Manufacture of workwear; C14.12;
4; C14.13;Proizvodnja drugih vrhnjih oblaèil;Manufacture of other outerwear; C14.1;
5; C14.130;Proizvodnja drugih vrhnjih oblaèil;Manufacture of other outerwear; C14.13;
4; C14.14;Proizvodnja spodnjega perila;Manufacture of underwear; C14.1;
5; C14.140;Proizvodnja spodnjega perila;Manufacture of underwear; C14.14;
4; C14.19;Proizvodnja drugih oblaèil, pokrival ter dodatkov;Manufacture of other wearing apparel and accessories; C14.1;
5; C14.190;Proizvodnja drugih oblaèil, pokrival ter dodatkov;Manufacture of other wearing apparel and accessories; C14.19;
3; C14.2;Proizvodnja krznenih izdelkov;Manufacture of articles of fur; C14;
4; C14.20;Proizvodnja krznenih izdelkov;Manufacture of articles of fur; C14.2;
5; C14.200;Proizvodnja krznenih izdelkov;Manufacture of articles of fur; C14.20;
3; C14.3;Proizvodnja pletenih in kvaèkanih oblaèil;Manufacture of knitted and crocheted apparel; C14;
4; C14.31;Proizvodnja nogavic;Manufacture of knitted and crocheted hosiery; C14.3;
5; C14.310;Proizvodnja nogavic;Manufacture of knitted and crocheted hosiery; C14.31;
4; C14.39;Proizvodnja drugih pletenih in kvaèkanih oblaèil;Manufacture of other knitted and crocheted apparel; C14.3;
